,Neighborhood,Price
560,"Seaport District, D Street - West Broadway, South Boston, Boston","$4,383"
561,Billerica,"$1,506"
562,"Ward Two, Somerville","$2,500"
563,"Ward Two, Somerville","$2,500"
564,"Powder House, Somerville","$2,000"
565,"Lower East Mills - Cedar Grove, Dorchester, Boston","$2,015"
566,"Watertown West End, Watertown","$2,350"
567,"Columbia Point, Dorchester, Boston","$2,300"
568,"Chinatown - Leather District, Boston","$3,455"
569,Billerica,"$1,673"
570,"Prudential - St. Botolph, Back Bay, Boston","$3,170"
571,"Prudential - St. Botolph, Back Bay, Boston","$3,420"
572,Billerica,"$1,332"
573,"Jeffries Point - Airport, East Boston, Boston","$3,000"
574,"Jeffries Point - Airport, East Boston, Boston","$3,000"
575,"Uphams Corner - Jones Hill, Dorchester, Boston","$1,800"
576,"Havenville, Burlington","$1,395"
577,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$6,000"
578,"Neighborhood Nine, Cambridge","$3,225"
579,"Washington Park, Roxbury, Boston","$2,800"
580,"AROD, Chelsea","$1,875"
581,"Prudential - St. Botolph, Back Bay, Boston","$4,400"
582,"Downtown Boston, Boston","$3,600"
583,Dracut,"$1,184"
584,"Seaport District, D Street - West Broadway, South Boston, Boston","$9,056"
585,"Allston Village, Allston, Boston","$3,100"
586,"Allston Village, Allston, Boston","$3,100"
587,"Chinatown - Leather District, Boston","$2,500"
588,"Mission Hill, Boston","$2,500"
589,Medfield,"$1,668"
590,"Chinatown - Leather District, Boston","$3,351"
591,"Tufts University, Medford Hillside, Somerville","$2,700"
592,"Seaport District, D Street - West Broadway, South Boston, Boston","$3,341"
593,"Chinatown - Leather District, Boston","$3,351"
594,"Jamaica Central - South Sumner, Jamaica Plain, Boston","$3,460"
595,"South Quincy, Quincy","$1,900"
596,"North End, Boston","$3,375"
597,"Harbor View - Orient Heights, East Boston, Boston","$2,208"
598,"Bay Village, Boston","$5,460"
599,"Shawmut, South End, Boston","$3,617"
600,South Salem,"$1,200"
601,"Prudential - St. Botolph, Back Bay, Boston","$8,420"
602,Lynn,"$2,050"
603,Lynn,"$1,700"
604,Lynn,"$1,700"
605,Lynn,"$2,150"
606,Lynn,"$1,800"
607,Lynn,"$1,825"
608,"East Cambridge, Cambridge","$2,928"
609,"Prudential - St. Botolph, Back Bay, Boston","$6,500"
610,"Prudential - St. Botolph, Back Bay, Boston","$6,500"
611,"Seaport District, D Street - West Broadway, South Boston, Boston","$2,827"
612,"Seaport District, D Street - West Broadway, South Boston, Boston","$2,927"
613,"Seaport District, D Street - West Broadway, South Boston, Boston","$2,587"
614,"Seaport District, D Street - West Broadway, South Boston, Boston","$2,967"
615,"Seaport District, D Street - West Broadway, South Boston, Boston","$2,967"
616,"Seaport District, D Street - West Broadway, South Boston, Boston","$3,858"
617,"Seaport District, D Street - West Broadway, South Boston, Boston","$3,812"
618,"Seaport District, D Street - West Broadway, South Boston, Boston","$3,892"
619,"Downtown Boston, Boston","$3,800"
620,"Seaport District, D Street - West Broadway, South Boston, Boston","$3,958"
621,"St. Elizabeth's, Brighton, Boston","$1,900"
622,"St. Elizabeth's, Brighton, Boston","$1,900"
623,"Seaport District, D Street - West Broadway, South Boston, Boston","$4,408"
624,"West End, Boston","$4,230"
625,"North Cambridge, Cambridge","$4,500"
626,"Waterfront, North End, Boston","$4,200"
627,"Central Maverick Square - Paris Street, East Boston, Boston","$3,500"
628,"Highlands, Lowell","$1,340"
629,"St. Elizabeth's, Brighton, Boston","$2,700"
630,"Oak Square, Brighton, Boston","$1,950"
631,"Commonwealth, Brighton, Brookline","$2,100"
632,"Spring Hill, Somerville","$2,100"
633,"North Allston, Allston, Boston","$4,255"
634,"Powder House, Somerville","$2,000"
635,"Powder House, Somerville","$2,000"
636,"Prudential - St. Botolph, Back Bay, Boston","$3,540"
637,"East Cambridge, Cambridge","$3,859"
638,"Lower Roxbury, Roxbury, Boston","$2,100"
639,"Cambridgeport, Cambridge","$2,506"
640,"Powder House, Somerville","$2,000"
641,"Highlands, Lowell","$1,295"
642,"North Allston, Allston, Boston","$4,080"
643,"Downtown Boston, Boston","$2,924"
644,"North Woburn, Woburn","$1,450"
645,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$4,075"
646,"East Cambridge, Cambridge","$2,835"
647,"Central Maverick Square - Paris Street, East Boston, Boston","$2,245"
648,"Downtown Boston, Boston","$4,890"
649,"Prudential - St. Botolph, Back Bay, Boston","$5,916"
650,"Kendall Square, Cambridge","$2,685"
651,"Kendall Square, Cambridge","$2,965"
652,"Kendall Square, Cambridge","$3,375"
653,"Tufts University, Medford Hillside, Somerville","$2,700"
654,"Tufts University, Medford Hillside, Somerville","$2,700"
655,"Downtown Boston, Boston","$2,699"
656,"West End, Boston","$4,440"
657,"Chinatown - Leather District, Boston","$3,310"
658,"Downtown Boston, Boston","$5,035"
659,"Industrial Park, Somerville","$4,289"
660,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,200"
661,"Mission Hill, Boston","$2,455"
662,"Oak Square, Brighton, Boston","$2,300"
663,"Downtown Boston, Boston","$5,985"
664,"Upper Washington - Spring Street, West Roxbury, Boston","$1,028"
665,"St. Elizabeth's, Brighton, Boston","$1,790"
666,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$3,950"
667,"Downtown Boston, Boston","$3,025"
668,"Medford Hillside, Medford","$1,500"
669,"Angleside, Waltham","$1,400"
670,"Seaport District, D Street - West Broadway, South Boston, Boston","$8,831"
671,"Coolidge Corner, Brookline","$2,825"
672,"Lower Roxbury, Roxbury, Boston","$4,200"
673,"Downtown Boston, Boston","$4,339"
674,"Egleston Square, Jamaica Plain, Boston","$1,700"
675,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$4,000"
676,"Chinatown - Leather District, Boston","$3,255"
677,"Downtown Boston, Boston","$4,550"
678,"Seaport District, D Street - West Broadway, South Boston, Boston","$4,056"
679,"Jamaica Central - South Sumner, Jamaica Plain, Boston","$3,460"
680,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$4,075"
681,"Waterfront, North End, Boston","$4,200"
682,"Winter Hill, Somerville","$1,750"
683,"Prudential - St. Botolph, Back Bay, Boston","$4,500"
684,"Downtown Boston, Boston","$3,839"
685,"Commonwealth, Brighton, Boston","$1,850"
686,"Spring Hill, Somerville","$2,100"
687,"Spring Hill, Somerville","$2,100"
688,"Newton Highlands, Newton","$2,150"
689,"Central Maverick Square - Paris Street, East Boston, Boston","$2,540"
690,"Downtown Boston, Boston","$3,311"
691,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,625"
692,Dracut,"$1,675"
693,"Chinatown - Leather District, Boston","$5,413"
694,"Lower Roxbury, Roxbury, Boston","$2,100"
695,"Prudential - St. Botolph, Back Bay, Boston","$5,614"
696,"Wynnmere, Burlington","$2,650"
697,Billerica,"$1,893"
698,"Seaport District, D Street - West Broadway, South Boston, Boston","$3,650"
699,"Kendall Square, Cambridge","$3,412"
700,"Downtown Boston, Boston","$3,689"
701,"North End, Boston","$4,660"
702,"West End, Boston","$2,975"
703,Randolph,"$1,430"
704,"Chinatown - Leather District, Boston","$4,155"
705,"Seaport District, D Street - West Broadway, South Boston, Boston","$5,640"
706,"East Cambridge, Cambridge","$3,515"
707,"East Cambridge, Cambridge","$3,387"
708,"West End, Boston","$3,075"
709,"Downtown Boston, Boston","$4,740"
710,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$4,075"
711,"Downtown Boston, Boston","$7,110"
712,"West End, Boston","$2,905"
713,"Seaport District, D Street - West Broadway, South Boston, Boston","$8,631"
714,"Chinatown - Leather District, Boston","$3,932"
715,"Seaport District, D Street - West Broadway, South Boston, Boston","$2,250"
716,"Seaport District, D Street - West Broadway, South Boston, Boston","$3,052"
717,"South Braintree, Braintree Town","$2,475"
718,"South Braintree, Braintree Town","$1,915"
719,"South Side, Waltham","$3,445"
720,"Seaport District, D Street - West Broadway, South Boston, Boston","$3,906"
721,"Prudential - St. Botolph, Back Bay, Boston","$6,955"
722,"Medford Hillside, Medford","$1,500"
723,"Medford Hillside, Medford","$1,500"
724,"Prudential - St. Botolph, Back Bay, Boston","$7,430"
725,"D Street - West Broadway, South Boston, Boston","$3,800"
726,"D Street - West Broadway, South Boston, Boston","$3,055"
727,"West End, Boston","$2,985"
728,"West End, Boston","$4,435"
729,"West End, Boston","$2,950"
730,"Kendall Square, Cambridge","$2,610"
731,"Kendall Square, Cambridge","$2,760"
732,"Kendall Square, Cambridge","$3,225"
733,Methuen Town,"$1,200"
734,Methuen Town,"$1,450"
735,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$4,075"
736,"Mid-Cambridge, Cambridge","$2,320"
737,"Mid-Cambridge, Cambridge","$2,755"
738,"Chinatown - Leather District, Boston","$3,946"
739,"Seaport District, D Street - West Broadway, South Boston, Boston","$5,164"
740,"Industrial Park, Somerville","$3,645"
741,"South Quincy, Quincy","$2,025"
742,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$4,075"
743,"Prudential - St. Botolph, Back Bay, Boston","$3,400"
744,"South Braintree, Braintree Town","$1,820"
745,"Downtown Boston, Boston","$3,825"
746,"Seaport District, D Street - West Broadway, South Boston, Boston","$3,301"
747,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$3,712"
748,"Kendall Square, Cambridge","$3,412"
749,"Downtown Boston, Boston","$3,689"
750,"Kendall Square, Cambridge","$3,412"
751,"Downtown Boston, Boston","$3,689"
752,"North Allston, Allston, Boston","$3,695"
753,"Prudential - St. Botolph, Back Bay, Boston","$7,930"
754,"Seaport District, D Street - West Broadway, South Boston, Boston","$3,875"
755,"Kendall Square, Cambridge","$3,412"
756,"Downtown Boston, Boston","$3,689"
757,"Seaport District, D Street - West Broadway, South Boston, Boston","$2,500"
758,"East Cambridge, Cambridge","$3,259"
759,"East Cambridge, Cambridge","$3,387"
760,"East Cambridge, Cambridge","$3,515"
761,"East Cambridge, Cambridge","$3,515"
762,"East Cambridge, Cambridge","$3,387"
763,"Chinatown - Leather District, Boston","$4,035"
764,"Waterfront, North End, Boston","$5,400"
765,"East Cambridge, Cambridge","$3,515"
766,"Seaport District, D Street - West Broadway, South Boston, Boston","$4,283"
767,"Downtown Boston, Boston","$5,200"
768,"West End, Boston","$2,590"
769,"South Braintree, Braintree Town","$2,475"
770,"South Braintree, Braintree Town","$1,915"
771,"South Side, Waltham","$3,445"
772,"South Side, Waltham","$3,445"
773,"Chinatown - Leather District, Boston","$3,974"
774,"Waterfront, North End, Boston","$3,000"
775,"Central Maverick Square - Paris Street, East Boston, Boston","$2,375"
776,"Chinatown - Leather District, Boston","$5,138"
777,"West End, Boston","$2,985"
778,"West End, Boston","$3,505"
779,"West End, Boston","$4,435"
780,"West End, Boston","$2,950"
781,"West End, Boston","$2,985"
782,"West End, Boston","$4,435"
783,"West End, Boston","$2,950"
784,"North End, Boston","$3,015"
785,"North End, Boston","$3,335"
786,"West End, Boston","$4,435"
787,"Mid-Cambridge, Cambridge","$2,320"
788,"Mid-Cambridge, Cambridge","$2,755"
789,"Mid-Cambridge, Cambridge","$2,320"
790,"Mid-Cambridge, Cambridge","$2,755"
791,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$4,125"
792,"Seaport District, D Street - West Broadway, South Boston, Boston","$3,342"
793,"Financial District, Downtown Boston, Boston","$4,500"
794,"Downtown Boston, Boston","$2,699"
795,"Mid-Cambridge, Cambridge","$2,320"
796,"Chinatown - Leather District, Boston","$3,995"
797,"North End, Boston","$3,900"
798,"North End, Boston","$3,900"
799,"Central Maverick Square - Paris Street, East Boston, Boston","$1,900"
800,"Chinatown - Leather District, Boston","$2,625"
801,"Seaport District, D Street - West Broadway, South Boston, Boston","$5,671"
802,"Central Maverick Square - Paris Street, East Boston, Boston","$2,400"
803,Randolph,"$1,275"
804,"Prudential - St. Botolph, Back Bay, Boston","$3,125"
805,"Watertown West End, Watertown Town","$1,950"
806,"Downtown Boston, Boston","$4,339"
807,"Central Maverick Square - Paris Street, East Boston, Boston","$3,500"
808,"Seaport District, D Street - West Broadway, South Boston, Boston","$5,705"
809,"Malden Center, Malden","$2,095"
810,"North End, Boston","$3,800"
811,"Riverside, Cambridge","$1,925"
812,"Mid-Cambridge, Cambridge","$3,950"
813,"Chinatown - Leather District, Boston","$4,623"
814,"Chinatown - Leather District, Boston","$3,255"
815,"Seaport District, D Street - West Broadway, South Boston, Boston","$3,207"
816,"Central Maverick Square - Paris Street, East Boston, Boston","$1,838"
817,"Downtown Boston, Boston","$3,540"
818,"Bay Village, Boston","$5,460"
819,"Mount Vernon, Lawrence","$1,499"
820,"Downtown Boston, Boston","$6,400"
821,"North End, Boston","$3,795"
822,"Telegraph Hill, South Boston, Boston","$2,440"
823,"Newton Center, Newton","$4,950"
824,"Seaport District, D Street - West Broadway, South Boston, Boston","$4,090"
825,"Highlands, Lowell","$1,950"
826,"Downtown Boston, Boston","$3,769"
827,"Downtown Boston, Boston","$3,664"
828,"Seaport District, D Street - West Broadway, South Boston, Boston","$3,074"
829,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$6,425"
830,"Chinatown - Leather District, Boston","$3,704"
831,"Harbor View - Orient Heights, East Boston, Boston","$2,300"
832,"Jeffries Point - Airport, East Boston, Boston","$2,100"
833,"Arlington Heights, Arlington","$3,000"
834,"Chinatown - Leather District, Boston","$3,560"
835,"West End, Boston","$3,685"
836,"West End, Boston","$2,800"
837,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$6,475"
838,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,700"
839,"North End, Boston","$3,200"
840,"Central Maverick Square - Paris Street, East Boston, Boston","$3,225"
841,"Seaport District, D Street - West Broadway, South Boston, Boston","$4,767"
842,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$4,075"
843,"Follen Heights, Lexington","$1,600"
844,Randolph,"$1,880"
845,"North End, Boston","$3,375"
846,"Chinatown - Leather District, Boston","$3,395"
847,"Downtown Boston, Boston","$3,582"
848,"Chinatown - Leather District, Boston","$3,560"
849,"Seaport District, D Street - West Broadway, South Boston, Boston","$3,447"
850,"Prudential - St. Botolph, Back Bay, Boston","$8,830"
851,"Downtown Boston, Boston","$6,590"
852,"Back Bay East, Back Bay, Boston","$2,975"
853,"South Medford, Medford","$2,500"
854,"Chinatown - Leather District, Boston","$3,220"
855,"Seaport District, D Street - West Broadway, South Boston, Boston","$9,011"
856,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,795"
857,"Chinatown - Leather District, Boston","$2,782"
858,"West Revere, Malden","$1,830"
859,"West End, Boston","$2,955"
860,"West End, Boston","$2,825"
861,"North End, Boston","$3,900"
862,"North End, Boston","$3,900"
863,"Chinatown - Leather District, Boston","$3,075"
864,"East Weymouth, Weymouth Town","$1,700"
865,"West End, Boston","$2,955"
866,"West End, Boston","$3,485"
867,"Downtown Boston, Boston","$3,833"
868,"Jamaica Central - South Sumner, Jamaica Plain, Boston","$3,460"
869,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$6,875"
870,"Mission Hill, Boston","$2,585"
871,"Chinatown - Leather District, Boston","$3,799"
872,"Downtown Lowell, Lowell","$1,845"
873,"Harbor View - Orient Heights, East Boston, Boston","$2,289"
874,"Harbor View - Orient Heights, East Boston, Boston","$2,208"
875,"Harbor View - Orient Heights, East Boston, Boston","$2,208"
876,"Coolidge Corner, Brookline","$2,500"
877,"Harrison Lenox, South End, Boston","$2,590"
878,"Seaport District, D Street - West Broadway, South Boston, Boston","$3,052"
879,"Seaport District, D Street - West Broadway, South Boston, Boston","$6,741"
880,"D Street - West Broadway, South Boston, Boston","$2,675"
881,"Chinatown - Leather District, Boston","$3,780"
882,"West End, Boston","$3,650"
883,"North Allston, Allston, Boston","$3,730"
884,"North Allston, Allston, Boston","$2,994"
885,"West End, Boston","$3,715"
886,"Quincy Center, Quincy","$2,400"
887,"Chinatown - Leather District, Boston","$3,932"
888,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$5,723"
889,"Cambridgeport, Cambridge","$2,300"
890,"Mount Vernon, Lawrence","$1,320"
891,"North Allston, Allston, Boston","$2,995"
892,"Central Maverick Square - Paris Street, East Boston, Boston","$2,482"
893,"Downtown Lowell, Lowell","$1,555"
894,"Downtown Boston, Boston","$3,025"
895,"Chinatown - Leather District, Boston","$3,640"
896,"Kendall Square, Cambridge","$3,375"
897,"Kendall Square, Cambridge","$2,685"
898,"Kendall Square, Cambridge","$2,965"
899,"Quincy Center, Quincy","$1,815"
900,"Central Maverick Square - Paris Street, East Boston, Boston","$2,380"
901,"Downtown Boston, Boston","$4,015"
902,"Downtown Boston, Boston","$6,380"
903,"Prudential - St. Botolph, Back Bay, Boston","$3,215"
904,"Oak Grove - Pine Banks, Melrose","$1,441"
905,"D Street - West Broadway, South Boston, Boston","$3,445"
906,"Prudential - St. Botolph, Back Bay, Boston","$3,470"
907,"Downtown Lowell, Lowell","$1,989"
908,"South Lowell, Lowell","$1,350"
909,"Quincy Center, Quincy","$2,365"
910,"North Cambridge, Cambridge","$4,394"
911,"Walnut Hill, Woburn","$2,444"
912,"Quincy Center, Quincy","$2,517"
913,"Thompsonville, Newton","$4,620"
